hate,text,text_id
2,@Rozia123 @priya_hhh main toh tumhara gaad main mera lund daal diya aur jor jor se chod raha hu https://t.co/uEvqyKw3Gu,pmathur_1866
2,@souberr9 yes rand tere jism ka iki ik ang mera hai lund khor chudashi kutiya,pmathur_1867
0,RT @rekhayadav56: @ayiXR6h6FvLSOxm @qWed57ptCsfjIWR @hotsona2 @KaranSi30709661 @Adsexxx @ill_priya @NeetaNagmaDevi @Imtiyaj69192230 @aunty_\xe2\x80\xa6,pmathur_1868
2,@SaniyaChatterje Aap ki gand me le lo real Lund https://t.co/XuP5yCbWde,pmathur_1869
2,@Priya81030030 bhabhi ajau mera Lund khada hai https://t.co/rh8Q5KBo30,pmathur_1870
2,RT if u like!!!\ndesi bhabhi puri nangi ho k  BF k lund pe uchhal k chudwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/SjukL84za9,pmathur_1871
0,https://t.co/BvOJOfhHVj,pmathur_1872
2,Muth maar k so ja https://t.co/5rPkz179JN,pmathur_1873
2,@rheaslut is chinal ki chut ko ohaad ke gaand suja ke muth maar ke iske face pe isko sasti kutti randi ki tarah fek\xe2\x80\xa6 https://t.co/KolDoDah8s,pmathur_1874
2,@Lovingrahulxxx @EroticRuchika Meri bhi maar do muth ruchika ji,pmathur_1875
2,@blunders_pridee @thevirdas @republic Puttar muth Maar ke so ja..\xf0\x9f\x98\x82\xf0\x9f\x98\x82 khada nahi ho rha to modi ka 2014 ka pre-election bhashan sun le,pmathur_1876
2,Bro agr mere ko koi bolega jaake chill maar\n\nMai seedha bathroom m jaake muth maarne lag jaaunga \xf0\x9f\x98\x82,pmathur_1877
2,@RizuPizzu Muth maar sai ho jaye ga,pmathur_1878
2,@OneTipOneHand_ Muth maar raha h,pmathur_1879
2,@thetanmay Abe mote gandu ATM me bhi muth maar dia kya,pmathur_1880
2,@jeeto_jeet Koi hamara bhi chus le \nHafte ka maal store h\nKahi waste na ho jaaye\nMuth maar k,pmathur_1881
2,@Garamlarka3 @ssilverssurfer Han yeh bhi thik hai tu meri biwi aur bhabbi dono rakh le main aur mera bhai aaj raat\xe2\x80\xa6 https://t.co/DwoajCn8Df,pmathur_1882
2,RT @mufc_affanf9: Muth maar k saaray soojao or kia,pmathur_1883
2,@Royal__SRKian @HardikSRKian @Durga_EthanHunt WO DILWALE THE CHOMU.AB NIKAL DABAR KA TEL LAGA K MUTH MAAR.,pmathur_1884
2,@Dilwala_YASH Koi nhi muth maar le ab thik ho jayega,pmathur_1885
0,Is bc chemistry nay maghaz ki muth maar di ha \xf0\x9f\x98\xad\xf0\x9f\x98\xad,pmathur_1886
2,@shikhaask5 meri muth maar do,pmathur_1887
2,@ankimast kya huva yaar kon muth maar raha hai,pmathur_1888
2,MINE REACTION JB MEIN 1 DFA OPEN AREA MEIN CHUDWA RAHI THI OOPER SE 1 AADMI AA GAYA OR SAAMNY AA K KHADA HO GYA MER\xe2\x80\xa6 https://t.co/tciR41XCZ1,pmathur_1889
2,"@GauravPandhi Abe pen ke luv de ... ye pappu jaissa godha gadha godha gaddha muth karr,pehle tere pappu ka matter c\xe2\x80\xa6 https://t.co/isHfelFDkc",pmathur_1890
2,@Hasnaat_ Chup kr k muth maar bhosri k,pmathur_1891
2,RT @chori_katil: MINE REACTION JB MEIN 1 DFA OPEN AREA MEIN CHUDWA RAHI THI OOPER SE 1 AADMI AA GAYA OR SAAMNY AA K KHADA HO GYA MERE \xf0\x9f\x98\x81\nHE\xe2\x80\xa6,pmathur_1892
2,"@mkw72 @betterpakistan Sir muth maar mar kar so rahay hain, please don\xe2\x80\x99t disturb him",pmathur_1893
2,RT @Khalnayak42O: Bro agr mere ko koi bolega jaake chill maar\n\nMai seedha bathroom m jaake muth maarne lag jaaunga \xf0\x9f\x98\x82,pmathur_1894
2,@Being_Humor Muth maar ke soja bhai...kal @meamabhishek @ArvindKejriwal @OfficeOfRG ki maarege...toh achha lagega,pmathur_1895
2,@iamrizkhan8970 Alakum Salam. .ab sexy pix RT maar ke muth maar  \xf0\x9f\x98\x82,pmathur_1896
2,@sahil49868599 Bf hi har tym bheega rakhta hai bhabhi ko unpar muth maar maar kar,pmathur_1897
2,@iam_zaid Abhi teri mummy or meri pics dalta hun usko dekh kar muth maar lio \nTu bole to teri behen ki bhi post kar\xe2\x80\xa6 https://t.co/ZrVR7bS7F3,pmathur_1898
2,@ritweek @roshanshenoy @ManishTewari @INCIndia @OfficeOfRG @iparagdesai Muth maar k bukake bana doonga,pmathur_1899
2,@d_black_hunterr JA muth Maar bc \xf0\x9f\x98\x82,pmathur_1900
2,@suspendedahmed vo bhi muth maar k nikaldi hogi,pmathur_1901
2,@AjaySuper30 @DynamicSRK @ibeingdevil_ @BeingSalmanKhan ye chutiya half video dikha ke media wala\xf0\x9f\x98\x82\xf0\x9f\x98\x82 chutiya banaya\xe2\x80\xa6 https://t.co/HHoVEc1WWC,pmathur_1902
2,RT @ShareeefAF: @suspendedahmed vo bhi muth maar k nikaldi hogi,pmathur_1903
2,@Jyotisingh696 Muth maar ke kya milega,pmathur_1904
2,Koi mujhe bolega chill maar toh main muth maar lunga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e,pmathur_1905
2,@MadamSamreen mai toh side mein ho ke muth maar leta hoon,pmathur_1906
2,@pklent Ika? Wru Mammey?,pmathur_1907
2,Asy mammey krwana to hr girl ki kawish ha https://t.co/9P9nvafXwE,pmathur_1908
2,@Imjdnwar @Mameyyyy When mammey sees shariq https://t.co/sy8EAamGOe,pmathur_1909
2,@vasuki221155 Bohat he mazbot tight mammey aur rarely hontmeray lundd raja k leay,pmathur_1910
2,@jiby216 @very_politickle Sambit ke tatte uske galey ko lagey hue the..,pmathur_1911
0,kaam kar jake ,pmathur_1912
0,"@nonelvis @EccentricFlower You might not remember, but I worked so close to it that I had to pass it every day. Tre\xe2\x80\xa6 https://t.co/oGi4tkX2MV",pmathur_1913
0,"Boston's cafes ramp up for #exams. Harvard, BC, Suffolk &amp;  BU all start #FinalsWeek this week. Prepare for constant\xe2\x80\xa6 https://t.co/63JW73PqZN",pmathur_1914
0,kaam nahin hai aaj,pmathur_1915
0,Over all everyone enjoyed the snow an especially my son \xe2\x9d\x84\xe2\x98\x83,pmathur_1916
2,@patelpsp90 @rupesh_x2x @jillu_mukhi @HardikPatel_ Teri badi jal Rahi Hai jaakr Rahul ghandi ke tatte chat #pidi,pmathur_1917
2,@jeni2244 @Poonamrani1234 @priya_hhh Service to tujhse hi luga mere tatte chatwaunga tujhse https://t.co/C1ckTs4zX4,pmathur_1918
2,"@BahiskritAwaaz @sambitswaraj \nAgar aapki maa ko PM itne pasand aaye to tumhara baap hua naa, desh ka kaise, left tatte",pmathur_1919
2,@Luly_dolly @anooppnd6745 @PinkvillaTelly Bhagg bho..sdi waale hina ke paid pr k tatte,pmathur_1920
0,\xe3\x80\x90\xe3\x82\xb5\xe3\x83\xa0\xe3\x83\xa9\xe3\x82\xa4\xef\xbc\x81\xe3\x83\xad\xe3\x83\x83\xe3\x82\xaf\xef\xbc\x81\xe3\x82\xaa\xe3\x83\xbc\xe3\x82\xb1\xe3\x82\xb9\xe3\x83\x88\xe3\x83\xa9@\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6 Part \xef\xbc\x93\xe3\x80\x91\n\n\xe4\xbb\x8a\xe5\x9b\x9e\xe3\x81\xaf\xe2\x80\xa6\n\xe5\x80\x8b\xe4\xba\xba\xe7\x9a\x84\xe3\x81\xab\xe3\x81\xaf\xe5\x88\x86\xe3\x81\x8b\xe3\x82\x8a\xe3\x82\x84\xe3\x81\x99\xe3\x81\x84\xe5\x86\x85\xe5\xae\xb9\xe3\x81\xa7\xe3\x80\x81\xe3\x83\x97\xe3\x83\xad\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x83\x9e\xe3\x83\x83\xe3\x83\x94\xe3\x83\xb3\xe3\x82\xb0\xe3\x82\x82\xe3\x82\xb9\xe3\x82\xb4\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x82\n\xe4\xbc\x9a\xe5\xa0\xb4\xe3\x81\xae\xe7\x9a\x86\xe3\x81\x95\xe3\x82\x93\xe3\x81\xa8\xe4\xb8\x80\xe7\xb7\x92\xe3\x81\xab\xe6\xa5\xbd\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x9b\xe3\x81\xa6\xe3\x82\x82\xe3\x82\x89\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f(*^^*)\xe2\x80\xa6 https://t.co/40XMabBSJM,pmathur_1921
0,@SRKsWarrior1__ @Banty_Srkian @Me_Rebellion_ @BeingSalmanKhan @Me_Rebellion_ apni manhoos shakal b dekhle na zara..\xe2\x80\xa6 https://t.co/vpd94O2C73,pmathur_1922
2,I am currently listening to it on repeat while doing the dishes in the kitchen it's a true kitchen tatte dance time...,pmathur_1923
2,RT @SRKsDaring: Galti Mane Ke Bajai.. Iljam Iljam Khelte Hai... Bin Tatte Ke \xf0\x9f\x98\x82 https://t.co/Z8EsY0jqdd,pmathur_1924
0,\xe3\x81\xa9\xe3\x81\x93\xe3\x81\x8b\xe6\x99\xae\xe6\xae\xb5\xe8\xa1\x8c\xe3\x81\x8b\xe3\x81\xaa\xe3\x81\x84\xe6\x89\x80\xe3\x81\xb8\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe5\x86\x99\xe7\x9c\x9f\xe3\x82\x92\xe6\x92\xae\xe3\x82\x8a\xe3\x81\x9f\xe3\x81\x84\xe3\x80\x82,pmathur_1925
2,@Durgesh00807837 @_biggbossfc Han to kya ukhhad lega chal nikal.tatte shilpa k,pmathur_1926
0,"I just got a taste for a raspberry turnover. I heard there\xe2\x80\x99s a nice new bakery near my job, Tatte. I wonder if they\xe2\x80\x99ll have any.",pmathur_1927
2,Jaldi Aja delivery dene tatte https://t.co/dVZ3wO45hO,pmathur_1928
2,@Ktens @odysseuslahori @HarounRashid2 Yes Punjabi tatte,pmathur_1929
2,@sambitswaraj Ab to tu tatte chaatne lag gaya. Aapne baap ko bhi nehi pehechan ta .Prescribed : Immediate electric shock.,pmathur_1930
2,"@Retributions True Detective part 1, Rick and Morty, Walking Dead. Bhaiya, Walking dead dekh ke kasam se tatte shot\xe2\x80\xa6 https://t.co/PXXaUW6qH6",pmathur_1931
2,RT @Kill_Bill_1: @chiragbarjatyaa @Kanatunga chirag sir mera dost ka ek tatta chota aur dusra bada hai kya aap kuch dieting tips denge jis\xe2\x80\xa6,pmathur_1932
0,\xe4\xbb\x8a\xe6\x97\xa5\xe3\x81\xaf\xe7\xa0\x94\xe7\xa3\xa8\xe3\x82\x82\xe3\x83\xaf\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xb9\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97\xe3\x82\x82\xe8\xaa\xbf\xe5\xad\x90\xe8\x89\xaf\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x80\x82\xe8\x89\xaf\xe3\x81\x8d\xe3\x80\x82,pmathur_1933
2,@sambitswaraj Sambit Patra BJP ke tatte chatte chatte ONGC ke Director Bun Gye,pmathur_1934
2,@CarryMinati @imVkohli @AnushkaSharma Shadi unki hui tatte tere Q uprr chdre??,pmathur_1935
2,@Pari72 @MohammadKaif Teri tarah sab ko tatte chatne ki adaat nahi hoti.....kaif bhai humara Hero hai aur bhai hai bilkul,pmathur_1936
2,@Tweetmeatayush @geetv79 Bhag *****i ke Rahul Gandhi ke tatte. I didnt edited anything.,pmathur_1937
2,"@ArvindKejriwal Khujli bhikhari tatte, jhantu ka reporter, liar aur Jhantu aadmi party news, RNDTV ko chhodkr kabhi\xe2\x80\xa6 https://t.co/BwQyiIEzhd",pmathur_1938
1,"@Hindu_Breed @MohammadKaif Murkh tu aur tera baap, Kaif se kaho ke Hindue ke tatte chaatna chhod de.",pmathur_1939
0,It's afternoon,pmathur_1940
0,\xe4\xbd\x99\xe9\x9f\xbb\xe3\x81\xab\xe6\xb5\xb8\xe3\x82\x8b\xe2\x86\x92\xe6\xac\xa1\xe3\x81\xae\xe5\xa4\x96\xe5\x87\xba\xe3\x81\xab\xe5\x90\x91\xe3\x81\x91\xe3\x81\xa6\xe3\x80\x81\xe6\xb0\x97\xe6\x8c\x81\xe3\x81\xa1\xe3\x81\xae\xe5\x88\x87\xe3\x82\x8a\xe6\x9b\xbf\xe3\x81\x88\xe4\xb8\xadf(^_^,pmathur_1941
2,@Abhinav_0901 @ShefaliJhaaa @eyehinakhan Han dikha di aukat..tatte..teri...amm..a ka bh..osda..chal hatt bey l.od.u,pmathur_1942
2,@QashiMinati Tatte khujlao phle. $10 doonga... Aao.aao... Aao tommy aao,pmathur_1943
0,\xef\xbd\xbb\xef\xbe\x91\xef\xbe\x97\xef\xbd\xb2\xe3\x83\xbb\xef\xbe\x9b\xef\xbd\xaf\xef\xbd\xb8\xe3\x83\xbb\xef\xbd\xb5\xef\xbd\xb0\xef\xbd\xb9\xef\xbd\xbd\xef\xbe\x84\xef\xbe\x97\xe3\x80\x81\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6\xe5\x85\xac\xe6\xbc\x94\xe3\x81\x8b\xe3\x82\x89\xe3\x80\x82\n\n\xe9\xbe\x8d\xe7\xbe\x8e\xe3\x81\x95\xe3\x82\x93\xe3\x82\x82\xe3\x83\x9e\xe3\x83\x83\xe3\x82\xb9\xe3\x83\xab\xe6\x99\x82\xe4\xbb\xa3\xe3\x81\x8b\xe3\x82\x89\xe5\xad\x98\xe3\x81\x98\xe4\xb8\x8a\xe3\x81\x92\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\xe5\x85\xa8\xe7\x84\xb6\xe3\x80\x81\xe5\x8d\xb0\xe8\xb1\xa1\xe3\x81\x8c\xe5\xa4\x89\xe3\x82\x8f\xe3\x82\x89\xe3\x81\x9a\xe3\x80\x82\n\n\xe3\x81\x84\xe3\x81\xa4\xe3\x81\xbe\xe3\x81\xa7\xe7\xb5\x8c\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x82\xe8\x8b\xa5\xe3\x81\x84\xef\xbc\x81\xef\xbc\x81\n\n#\xe3\x82\xb5\xe3\x83\xa0\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\xad\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xaa\xe3\x83\xbc\xe3\x82\xb1\xe3\x82\xb9\xe3\x83\x88\xe3\x83\xa9 \n#\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6 \n#\xe5\x85\xab\xe7\x8a\xac\xe4\xbc\x9d \n#\xe9\xbe\x8d\xe7\xbe\x8e https://t.co/w9VrxdVWoc,pmathur_1944
0,\xef\xbd\xbb\xef\xbe\x91\xef\xbe\x97\xef\xbd\xb2\xe3\x83\xbb\xef\xbe\x9b\xef\xbd\xaf\xef\xbd\xb8\xe3\x83\xbb\xef\xbd\xb5\xef\xbd\xb0\xef\xbd\xb9\xef\xbd\xbd\xef\xbe\x84\xef\xbe\x97\xe3\x81\xae\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6\xe5\x85\xac\xe6\xbc\x94\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\xab\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe3\x80\x81\xef\xbc\x91\xe9\x80\xb1\xe9\x96\x93\xe3\x80\x82\n\xe3\x81\xbe\xe3\x81\xa0\xe3\x81\xbe\xe3\x81\xa0\xe4\xbd\x99\xe9\x9f\xbb\xe3\x81\xab\xe6\xb5\xb8\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8c\xe2\x80\xa6\n\xe3\x83\xa9\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xae\xe5\xb1\xb1\xe5\x9f\x8e\xe3\x81\x8f\xe3\x82\x93\xe3\x81\x8c\xe3\x83\x87\xe3\x83\x93\xe3\x83\xa5\xe3\x83\xbc\xe3\x81\x97\xe3\x81\x9f\xef\xbc\x91\xef\xbc\x90\xe5\xb9\xb4\xe5\x89\x8d\xe3\x82\x82\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6\xe3\x81\xab\xe5\x85\xac\xe6\xbc\x94\xe3\x82\x92\xe8\xa6\xb3\xe3\x81\xab\xe3\x81\x8d\xe3\x81\x9f\xe3\x81\x91\xe3\x82\x8c\xe3\x81\xa9\xe3\x80\x81\xe3\x81\x9a\xe3\x81\x84\xe3\x81\xb6\xe3\x82\x93\xe6\x88\x90\xe9\x95\xb7\xe3\x81\x97\xe3\x81\x9f\xe3\x81\xaa\xe3\x81\x81\xef\xbd\x9e\xe3\x81\xa8\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xa6\xe3\x81\xbe\xe3\x81\x99(*\xc2\xb4\xcf\x89\xef\xbd\x80*)\xe2\x80\xa6 https://t.co/cjDdYUSnav,pmathur_1945
2,Tatte yahan pe aik aur tweet nd I'll disembowel you,pmathur_1946
2,"@VORdotcom Dear Gujaratis,listen to this dumbass and realise,agr aisa chutiyapa Jo Delhi wali be chuna hai wo apko\xe2\x80\xa6 https://t.co/XP9zPsVp19",pmathur_1947
0,RT @TWICEmomo222: Heart Shaker\xe7\xa5\x9e\xe6\x9b\xb2\xe3\x81\xa0\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\x86\xe6\x96\xb9RT\xf0\x9f\x99\x8f\n\nHeart Shaker\xe7\xa5\x9e\xe6\x9b\xb2\xe3\x81\xa0\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\x86\xe6\x96\xb9RT\xf0\x9f\x99\x8f\n\nHeart Shaker\xe7\xa5\x9e\xe6\x9b\xb2\xe3\x81\xa0\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\x86\xe6\x96\xb9RT\xf0\x9f\x99\x8f\n\n#TWICE\n#HeartShaker https://t.co/kHrnqZzWTw,pmathur_1948
2,@005Sumitkharwar @ZeeNewsHindi @narendramodi #Modi hoga tera jija boxdi ke tatte chat uske,pmathur_1949
2,@005Sumitkharwar @ZeeNewsHindi @narendramodi Abe #Modi ke tatte pe wale gobar kha gau mutr pi bas yahi kar tu,pmathur_1950
0,kaam main maza le twitter par nahin,pmathur_1951
2,@WandererSidd @PinkvillaTelly Han tatte..chat le ..hina ki..ch..ut,pmathur_1952
2,@JJROCKXX abe behen ke laude madarjaat sale tatte sale bhenchod madarjaat rocky nam ke pile tujhse Hina Ko support\xe2\x80\xa6 https://t.co/NbPlqY65B2,pmathur_1953
2,RT @haileynajee_: hate when niggas act in front they friends.,pmathur_1954
2,@VORdotcom Bhai itna sulga kyoon hai? Tere tatte kaat diye  kya Fodi ne?,pmathur_1955
0,sahi khel hain tere,pmathur_1956
2,@DakashmiriGuy @MiraKabsha @wareesha201 Tum b khali lgte ho. Tum bhi mere tatte khujlao $10 dunga... Jaldi jaldi aa\xe2\x80\xa6 https://t.co/7KAw83J35o,pmathur_1957
0,New songs??,pmathur_1958
0,DROPOUT\nokinari no PASSION\nYosougai SITUATION\nNani wo kui tatte\nLOST SENSATION,pmathur_1959
0,RT @_davidbrickley: White people never fail me \xf0\x9f\x98\x82\xf0\x9f\x98\xad https://t.co/3Adt5i7oQb,pmathur_1960
2,RT @Shayne_971: @TrippYlan J\xe2\x80\x99me tatte \xc3\xa0 y aller !,pmathur_1961
0,@kapsology Badva .. Tera political baap ko pooch IIT mein admission kaise mila ! IITJEE diya kya tha ussne ki Jinda\xe2\x80\xa6 https://t.co/xeu7NwLTXC,pmathur_1962
0,"@ZunaidRehman @Rajpal_Yaadav @ManojTiwariMP @ArvindKejriwal @ManojTiwariMP Delhi chhodo, vaapas Bihar jaao.. Dilli\xe2\x80\xa6 https://t.co/11cotckMX2",pmathur_1963
2,"@ShootingJust Gawar \xf0\x9f\x98\x82 anapadh feku Miya  , degree chupane waale jhoote chai waale k tatte \xf0\x9f\x98\x82\xf0\x9f\x98\x82 baap se hi sikha hai a\xe2\x80\xa6 https://t.co/xFlDYkepG1",pmathur_1964
0,\xe3\x81\x90\xe3\x82\x8b\xe3\x81\xa8\xe6\x97\x8f\n\xe6\x97\x8f\xe9\x95\xb7\xef\xbc\x9a\xe3\x81\xb1\xe3\x81\xb4\xe3\x81\x93@tatte_tokoroten \n#Twitter\xe5\x9b\xa3\xe4\xbd\x93,pmathur_1965
2,kitchen tatte dance time...kitchen tatte dance time...kitchen tatte dance time...,pmathur_1966
2,@LordCom96 @SirJadeja @140 Addition subtraction difference sab moh maya hai gajodhar.. aaj tatte nikaal diye tumhari..,pmathur_1967
2,@Gharlejaa Is tatte se behter hi hai,pmathur_1968
2,@chiragbarjatyaa @Kanatunga chirag sir mera dost ka ek tatta chota aur dusra bada hai kya aap kuch dieting tips den\xe2\x80\xa6 https://t.co/u9WPqVpSMJ,pmathur_1969
2,RT @Othatstay: Happy that I have my own nigga cause lodd \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_1970
0,RT @ZenBodyArt: #Tattoo #handtattoo #wristtattoo #linework #ink #leaftattoo #Anstand_tattoowierung #germantattooers #tatts #tatte... http:/\xe2\x80\xa6,pmathur_1971
0,RT @NCommentarys: If you can\xe2\x80\x99t tell it doesn\xe2\x80\x99t snow very often in Louisiana \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/YomRNt7bHY,pmathur_1972
0,@HideakiCyr \xe3\x81\x84\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xad\xe3\x81\x87(*\xc2\xb4\xcf\x89\xef\xbd\x80*)\xe2\x99\xaa\n\xe3\x81\x97\xe3\x81\xa3\xe3\x81\x8b\xe3\x82\x8a\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x86\xe3\x83\x8a\xe3\x83\xb3\xe3\x82\xb9\xe3\x81\x97\xe3\x81\xa6\xe9\xa0\x82\xe3\x81\x84\xe3\x81\xa6\xe4\xb8\x8b\xe3\x81\x95\xe3\x81\x84\xef\xbc\x81\n\n\xe7\xa7\x81\xe3\x82\x82\xe9\x83\xbd\xe5\x86\x85\xe3\x81\xb8\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\x9f\xe3\x82\x89\xe3\x80\x81\xe3\x81\x8a\xe4\xbc\xba\xe3\x81\x84\xe3\x81\x9b\xe3\x81\xad\xe3\x81\xb0(^\xcf\x89^),pmathur_1973
2,"@baghelmanish2 @Rajpal_Yaadav Ja re madar chod, amit shah ke tatte",pmathur_1974
2,Ek bhosadchod who the fuck got carded?,pmathur_1975
2,@yash22_2 Bas mar mat jana bhosadchod \xf0\x9f\x98\x82,pmathur_1976
0,@narsinghavishnu @maharathikarn20 @kumarniranjan82 @AIBwalaPaplesh @ArvindKejriwal @AAPkaKejriwal_ @RahulMishra_60\xe2\x80\xa6 https://t.co/rB8CPd2TAd,pmathur_1977
2,@drwasim81 @prashan353344 @Surendr42753313 @SureshChavhanke @topgun_i @Shehzad_Ind To kya tere baap ka bhosadchod \xf0\x9f\x98\x82\xe2\x80\xa6 https://t.co/2pJsa0AEx6,pmathur_1978
2,@Sanjida99202845 @iamkamyapunjabi @isalilsand Chut fatt gai hai teri to sali randi ki randi aulad sali bhosadchod \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_1979
0,"@bobbyrajyadav6 @12345_srkian Bade ke bachche toh phir Dono Ka OPENING kitna thaa?\n\nHNY cross hoga ki NAHI,CE kitna\xe2\x80\xa6 https://t.co/bQ98Z4Ip3j",pmathur_1980
2,@Widnezz @Sudhanshu_gaur @Pranjal_Bailwal @nkhattri004 Oh bhosadchod jaldi bata kon jeeta\xf0\x9f\x98\x88,pmathur_1981
2,@aalsi_sloth Original tweet comes to mind again. Bhosadchod Zebpay.,pmathur_1982
2,@TheKaranPatel Bhosadchod @TheKaranPatel,pmathur_1983
2,@arora_mayank_ @BiggBoss @RealKruti101 @HerdHUSH @Im_ShilpaShinde @shilpa_shindey Bhosadchod ki gaand me danda daalo,pmathur_1984
2,Bhosadchod @koinexindia. Hope your company dies a horrible death.,pmathur_1985
2,Bhosadchod Zebpay,pmathur_1986
2,Lukaku assist. Bhosadchod,pmathur_1987
2,@ElCrankoPunko Ma chuda bhosadchod,pmathur_1988
0,porn mat dekha kar chota hain tu,pmathur_1989
2,@Hijab_ki_Chudai @Rozia123 Ohhh so hard fuck me,pmathur_1990
0,@pandavone Ha ji oh to dikhta hai,pmathur_1991
2,"RT @Rozia123: @pritamm51 @priya_hhh Aaaahhhh meri gand , itni zor se meri gand ki chudai kro gy to meri poti kinaray py ajaye ge \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98",pmathur_1992
2,Abhi kon kon chudai kar rahe hai,pmathur_1993
2,@Rozia123 @Ranvijay_9984 Randiya na kabhi thakti hai aur na hi kabhi rokti hai hehehe. Chudai ko sari zidagi chalegi meri jaan,pmathur_1994
2,@Daman383 @priya_hhh Daman aja raat ke liye jam ke karege chudai,pmathur_1995
2,@pritamm51 Mmmmmm mast jabardast chudai large ho app dear mmmmm,pmathur_1996
2,@chori_katil \nTere followers isliye badh gaye ki tu circus ki chudai me nk 1 hai..Koi tera mukabala hi nahi kar sak\xe2\x80\xa6 https://t.co/m68JuZqK9D,pmathur_1997
0,@Hijab_ki_Chudai @QueenBlowjob @DilSay_125 @miryam_khan @missSanskari @ruksana_rp @sexynavel @Snehaarora_90\xe2\x80\xa6 https://t.co/KOcoETM3pO,pmathur_1998
2,Bir @YouTube videosu be\xc4\x9fendim: https://t.co/fy89dl84TU javed ny apni chachi ki chudai apny chahu ky kamry me hindi urdu story,pmathur_1999
1,RT @Hijab_ki_Chudai: #hijab chudai hindu man @QueenBlowjob @DilSay_125 @miryam_khan @missSanskari @ruksana_rp @sexynavel @Snehaarora_90 @af\xe2\x80\xa6,pmathur_2000
0,@Hijab_ki_Chudai @DilSay_125 @TikhhiMirchi @khatundevi @Snehaarora_90 @SexySamira9 @Zareena54750332 @sexynavel\xe2\x80\xa6 https://t.co/WdLVLXMHsD,pmathur_2001
2,@samirac644 @Rozia123 chudai man https://t.co/kfxBip0wTE,pmathur_2002
2,@Hijab_ki_Chudai @Rozia123 yup lo,pmathur_2003
2,@javednama @ndtvvideos @ndtvindia 60saal mai kon kya chudai raha tha aur 3saal mai modi kya kar raha hai ye  duniya dekhrahi hsi,pmathur_2004
0,@Rozia123 kabhi hamare yaha bhi aao,pmathur_2005
2,@Zareena54750332 Aaja janeman kutty ki tharha chudai karenge hum bhi @Zareena54750332,pmathur_2006
2,RT @AnamGoher: Is zabrdast chudai k liye kitne retweet milein ge https://t.co/u0L6xckDb9,pmathur_2007
2,RT @Garamros: @Sexyboy00342477 Me behad chudai bessa hun me lund ki ros ki pyasi hun,pmathur_2008
2,@Hot_punjaban1 Plan to chudai karne tha par koi chut mili hi nhi marne ke liye,pmathur_2009
