class,text,text_id,ekphrasis_clean_text,basic_clean_text
2,@Fergieway tu kaun hai be gaandu aadmi,pmathur_1660,<user> thank you kaun hello be gaandu aadmi,user thank you kaun hello gaandu aadmi
2,@jigneshmevani80 @jillu_mukhi Tu gaya ray jiggu gaandu,pmathur_1661,<user> <user> thank you gaya ray jiggu gaandu,user user thank you gaya ray jiggu gaandu
2,@RoflGandhi_ @Maddy_Shaab @sambitswaraj MADARCHOD KARAMFOOT GAANDU father of Congress..,pmathur_1662,<user> <user> <user> <allcaps> madarchod karamfoot gaandu </allcaps> father of congress . <repeated>,user user user madarchod karamfoot gaandu father congress .
2,@SurendharMK gaandu,pmathur_1663,<user> gaandu,user gaandu
1,"@KRKBoxOffice @KRKBoxOffice aur sun bhaduwe jadhe hue landd musalmaan k naam pe kalank,\nGaandu\nTere tarah harr insa\xe2\x80\xa6 https://t.co/FgB02RvkaI",pmathur_1664,"<user> <user> aur sun bhaduwe jadhe hue landd musalmaan k naam pe kalank , \ ngaandu \ ntere tarah harr insa \ xe2 \ x80 \ xa6 <url>","user user aur sun bhaduwe jadhe hue landd musalmaan naam kalank , \ ngaandu \ ntere tarah harr insa \ xe2 \ x80 \ xa6"
2,@SemperFiUtd Gaandu aadmi,pmathur_1665,<user> gaandu aadmi,user gaandu aadmi
2,@thetanmay Madarchod ! Modi ka naam liye bina publicity nahi milti gaandu ?,pmathur_1666,<user> madarchod ! modi Kick ass naam liye bina publicity nahi milti gaandu ?,user madarchod ! modi Kick ass naam liye bina publicity nahi milti gaandu ?
2,@AvikBjp @mahamprincess4 @IKittenL0ver @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Gaandu ram ka kaam tamam,pmathur_1667,<user> <user> <user> <user> <user> <user> <user> gaandu ram Kick ass kaam tamam,user user user user user user user gaandu ram Kick ass kaam tamam
2,Ye gaandu Gujarat mein Development par sawaal utha raha hai. Isko Party President banaya hai. Bhai pata hona chahiy\xe2\x80\xa6 https://t.co/DMQAZg6Wjx,pmathur_1668,yeah gaandu gujarat mein development par sawaal utha raha hello . isko party president banaya hello . bhai pata hona chahiy \ xe2 \ x80 \ xa6 <url>,yeah gaandu gujarat mein development par sawaal utha raha hello . isko party president banaya hello . bhai pata hona chahiy \ xe2 \ x80 \ xa6
2,@BollywoodGandu Bahut jyada liberal ho be tum to gaandu...kasam se kabhi kabhi kuch jyada he zehar kar dete ho.,pmathur_1669,<user> bahut jyada liberal hold on be tum to gaandu . <repeated> kasam se kabhi kabhi kuch jyada he zehar kar dete hold on .,user bahut jyada liberal hold on tum gaandu . kasam kabhi kabhi kuch jyada zehar kar dete hold on .
2,@SalmanSoz @INCIndia Tum sab log gaandu hai..ek family ka slave hai,pmathur_1670,<user> <user> tum slap a bitch log gaandu hello . <repeated> ek family Kick ass slave hello,user user tum slap a bitch log gaandu hello . family Kick ass slave hello
2,"When someone says ""Gaandu""\nMe:- han de de maybe you\'ll feel better.",pmathur_1671,"when someone says "" gaandu "" \ enemy : - how about now de de maybe you \ ' ll feel better .","when someone says "" gaandu "" \ enemy : - how about now maybe you \ ' feel better ."
0,@Charanssapra @News18India I made a promise to myself post 1984 to not vote for congress. If I can do that being a\xe2\x80\xa6 https://t.co/GrdmZ2H3Qk,pmathur_1672,<user> <user> i made a promise to myself post <number> to not vote for congress . if i can do that being a \ xe2 \ x80 \ xa6 <url>,user user made promise myself post not vote for congress . can that being \ xe2 \ x80 \ xa6
2,@aishnalagra @sushree_raut @BiggBoss @eyehinakhan @tentej CHUTIYA BAIL BUUDHI DUSRO KI EKKTA PE DISCUSSION KAR RAHA\xe2\x80\xa6 https://t.co/flAJYlY4Cf,pmathur_1673,<user> <user> <user> <user> <user> <allcaps> chutiya bail buudhi dusro ki ekkta pe discussion kar raha </allcaps> \ xe2 \ x80 \ xa6 <url>,user user user user user chutiya bail buudhi dusro ekkta discussion kar raha \ xe2 \ x80 \ xa6
2,"@AlpeshThakor_ You are No.1 Gaandu, illiterate, idiot and dirty. Why people will vote for you? You will sink with your master Pappu.",pmathur_1674,"<user> you are no . <number> gaandu , illiterate , idiot and dirty . why people will vote for you ? you will sink with your master pappu .","user you are . gaandu , illiterate , idiot and dirty . why people will vote for you ? you will sink with your master pappu ."
2,teri gaand kyon fat rahi hai re behanchod gaandu... Spam karega to teri behan k bur me ghus jaunga,pmathur_1675,teri gaand kyon fat rahi hello reply behanchod gaandu . <repeated> spam karega to teri behan k pussy me ghus jaunga,teri gaand kyon fat rahi hello reply behanchod gaandu . spam karega teri behan pussy ghus jaunga
0,@Bas1King @taran_adarsh Jitna Chennai express ka WW lifetime tha utne me Canadian @akshaykumar Ki 3 films Ko clean\xe2\x80\xa6 https://t.co/byqRFWbAVk,pmathur_1676,<user> <user> jitna chennai express Kick ass ww lifetime the utne me canadian <user> ki <number> films knock out clean \ xe2 \ x80 \ xa6 <url>,user user jitna chennai express Kick ass lifetime the utne canadian user films knock out clean \ xe2 \ x80 \ xa6
2,@AvikBjp @IKittenL0ver @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Bhadwe tujh jaise hijde bhagte hai bhagwa a\xe2\x80\xa6 https://t.co/9itLu3Hw22,pmathur_1677,<user> <user> <user> <user> <user> <user> bhadwe tujh jaise hijde bhagte hello bhagwa a \ xe2 \ x80 \ xa6 <url>,user user user user user user bhadwe tujh jaise hijde bhagte hello bhagwa \ xe2 \ x80 \ xa6
2,@republic Gaandu Hardhik,pmathur_1678,<user> gaandu hardhik,user gaandu hardhik
2,@LonewolfMrin @PP__Cr Nahi gaandu tu comedy karta hai...4 ft wala banda hahah grinning face with smiling eyes,pmathur_1679,<user> <user> nahi gaandu thank you comedy karta hello . <repeated> <number> fuck THAT wala banda hahah grinning face with smiling eyes,user user nahi gaandu thank you comedy karta hello . fuck THAT wala banda hahah grinning face with smiling eyes
2,Mtlb ab tak Canadian hardwork nahi Kiya...Meme me praise karte ho ya troll face with tears of joy,pmathur_1680,mtlb ab tak canadian hardwork nahi kiya . <repeated> meme me praise karte hold on yeah person who diliberately stirs up trouble face with tears of joy,mtlb tak canadian hardwork nahi kiya . meme praise karte hold on yeah person who diliberately stirs up trouble face with tears joy
2,@aajtak Yeh ek number ka gaandu hai,pmathur_1681,<user> yeh ek number Kick ass gaandu hello,user yeh number Kick ass gaandu hello
2,@DarrenAFCTU @jamosfoundation @Carra23 andhe gaandu,pmathur_1682,<user> <user> <user> andhe gaandu,user user user andhe gaandu
2,@AvikBjp @mahamprincess4 @IKittenL0ver @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Gaandu ram ka kaam phirse tamam,pmathur_1683,<user> <user> <user> <user> <user> <user> <user> gaandu ram Kick ass kaam phirse tamam,user user user user user user user gaandu ram Kick ass kaam phirse tamam
2,@iSalmansFreak_ @being_pranav_ abe gaandu tune bhi wo template copy kia tha ab rona band kar face with tears of joy,pmathur_1684,<user> <user> abe gaandu tune bhi wo template copy Killed In Action the ab rona band kar face with tears of joy,user user abe gaandu tune bhi template copy Killed In Action the rona band kar face with tears joy
2,RT @shaitaanbachchi: Gaandu logs trying to buy me with chocolate bkl bachchi hu Kya be,pmathur_1685,rt <user> : gaandu logs trying to buy me with chocolate bkl bachchi Hey you kya be,user : gaandu logs trying buy with chocolate bkl bachchi Hey you kya
0,@kamal_yuvi12 @shobsarul @crazyfunnydays @aandavarmass @MrMk67291338 @Kamaladdict7 Bro Ungalku Intha Copy paste Dil\xe2\x80\xa6 https://t.co/Dpr1bPZRwl,pmathur_1686,<user> <user> <user> <user> <user> <user> brother ungalku intha copy paste Daughter in law \ xe2 \ x80 \ xa6 <url>,user user user user user user brother ungalku intha copy paste Daughter in law \ xe2 \ x80 \ xa6
2,@Atheist_Krishna Kuch gaandu naraj hai jaroor \nLekin esa to har bar hota hai \nJitega bjp \nJitege modi,pmathur_1687,<user> kuch gaandu naraj hello jaroor \ nlekin esa to har bar hota hello \ njitega bjp \ njitege modi,user kuch gaandu naraj hello jaroor \ nlekin esa har bar hota hello \ njitega bjp \ njitege modi
2,"KaL Bhe Javed Gaandu Tha,\nAaj Bhe Javed Gaandu Hai.\n grinning face with smiling eyes",pmathur_1688,"kal bhe javed gaandu the , \ naaj bhe javed gaandu hello . \ n grinning face with smiling eyes","kal bhe javed gaandu the , \ naaj bhe javed gaandu hello . \ grinning face with smiling eyes"
2,@ItsOnkarx Isiliye delete kiya gaandu  unamused face,pmathur_1689,<user> isiliye delete kiya gaandu unamused face,user isiliye delete kiya gaandu unamused face
2,@chanky_2009 @mayanklbsim @Subhkush93Kumar @10anandrai @ANITANSUi @HardikPatel_ Gaandu.. akela bengaal me lakho hin\xe2\x80\xa6 https://t.co/guBvxjxTKw,pmathur_1690,<user> <user> <user> <user> <user> <user> gaandu . <repeated> akela bengaal me lakho hin \ xe2 \ x80 \ xa6 <url>,user user user user user user gaandu . akela bengaal lakho hin \ xe2 \ x80 \ xa6
2,@MIHIRACEPAYNE Bakwaas na kar gaandu. Khajur bech.,pmathur_1691,<user> bakwaas not applicable kar gaandu . khajur bech .,user bakwaas not applicable kar gaandu . khajur bech .
2,@Airtel_Presence behen k logo DM kr kr ke thank chuka hu.\nAgar ab bhi Airtel payment bank account unfreeze nahi kr\xe2\x80\xa6 https://t.co/HKPLj6r7Jo,pmathur_1692,<user> behen k logo deathmatch kr kr ke thank chuka Hey you . \ nagar ab bhi airtel payment bank account unfreeze nahi kr \ xe2 \ x80 \ xa6 <url>,user behen logo deathmatch thank chuka Hey you . \ nagar bhi airtel payment bank account unfreeze nahi \ xe2 \ x80 \ xa6
2,damaadji saale gaandu,pmathur_1693,damaadji saale gaandu,damaadji saale gaandu
2,@VORdotcom aur dalle harami kahan mara raha hai aaj kal..saale gaandu !!!,pmathur_1694,<user> aur dalle harami kahan mara raha hello aaj kal . <repeated> saale gaandu ! <repeated>,user aur dalle harami kahan mara raha hello aaj kal . saale gaandu !
2,@AvikBjp @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Gandu Krishna ki gaand se paida hua hai tu gaandu,pmathur_1695,<user> <user> <user> <user> <user> gandu krishna ki gaand se paida hua hello thank you gaandu,user user user user user gandu krishna gaand paida hua hello thank you gaandu
2,RT @nikhilfrancis29: @imst26 @thetanmay @AmitShah Amit Gaandu won't do anything. Because he is one. GAANDU.,pmathur_1696,rt <user> : <user> <user> <user> amit gaandu will not do anything . because he is one . <allcaps> gaandu </allcaps> .,user : user user user amit gaandu will not anything . because one . gaandu .
2,@PreetiJindal15\nbachchey tu guy nahi gay h\n#gaandu,pmathur_1697,<user> \ nbachchey thank you guy nahi gay h \ n <hashtag> go ahead and u </hashtag>,user \ nbachchey thank you guy nahi gay \ go ahead and
2,@KamalRKaan gaandu sun....Teri gaand me dum hai tw Narender modi ke baare me kuch bol kar dikha.....,pmathur_1698,<user> gaandu sun . <repeated> teri gaand me dumb hello Teacher Watching narender modi ke baare me kuch Barking Out Loud kar dikha . <repeated>,user gaandu sun . teri gaand dumb hello Teacher Watching narender modi baare kuch Barking Out Loud kar dikha .
2,@siddheshwarrm @aavishhkar @iamsrk @AnushkaSharma @yrf Abe gaandu hai kya rnbdj blockbuster tha or all-time grosser\xe2\x80\xa6 https://t.co/yI55rvIkba,pmathur_1699,<user> <user> <user> <user> <user> abe gaandu hello kya rnbdj blockbuster the or all - time grosser \ xe2 \ x80 \ xa6 <url>,user user user user user abe gaandu hello kya rnbdj blockbuster the all - time grosser \ xe2 \ x80 \ xa6
2,Gaandu logs trying to buy me with chocolate bkl bachchi hu Kya be,pmathur_1700,gaandu logs trying to buy me with chocolate bkl bachchi Hey you kya be,gaandu logs trying buy with chocolate bkl bachchi Hey you kya
2,"Victim of Inda Govt Sponsore terrorism. Seek help @PMOIndia @narendramodi \nAbe gaandu, laude ke baal, chutiye, m**\xe2\x80\xa6 https://t.co/uDdDZXrvnM",pmathur_1701,"victim of inda govt sponsore terrorism . seek help <user> <user> \ nabe gaandu , laude ke baal , chutiye , m * *\ xe2 \ x80 \ xa6 <url>","victim inda govt sponsore terrorism . seek help user user \ nabe gaandu , laude baal , chutiye , * xe2 \ x80 \ xa6"
2,@anjanaomkashyap @sambitswaraj @AkhileshPSingh @aajtak Akhilesh gadha tumko karib 30 saal ho gaya U.P mey lagatar h\xe2\x80\xa6 https://t.co/ezw0SQe5cC,pmathur_1702,<user> <user> <user> <user> akhilesh gadha tumko karib <number> saal hold on gaya u . p mey lagatar h \ xe2 \ x80 \ xa6 <url>,user user user user akhilesh gadha tumko karib saal hold on gaya . mey lagatar \ xe2 \ x80 \ xa6
2,@rkamal1212 Hahaha gaandu aadmi hai bhai Wo just having fun \xf0\x9f\xa4\xa3,pmathur_1703,<user> hahaha gaandu aadmi hello bhai wo just having fun \ xf0 \ x9f \ xa4 \ xa3,user hahaha gaandu aadmi hello bhai just having fun \ xf0 \ x9f \ xa4 \ xa3
2,@vishaliyer25 chup chutiye jaisi teri shaqal h baatein bhi tu waisi he kr rha h gaandu angry face,pmathur_1704,<user> chup chutiye jaisi teri shaqal h baatein bhi thank you waisi he kr rha h gaandu angry face,user chup chutiye jaisi teri shaqal baatein bhi thank you waisi rha gaandu angry face
2,@deepaksaxena88 @sadhavi @narendramodi @PMOIndia Hahahahahahhahhahah....abe gaandu prasad ye best h to worst kya hota h bhaiyo bheno face with tears of joy,pmathur_1705,<user> <user> <user> <user> hahahahahahhahhahah . <repeated> abe gaandu prasad yeah best h to worst kya hota h bhaiyo bheno face with tears of joy,user user user user hahahahahahhahhahah . abe gaandu prasad yeah best worst kya hota bhaiyo bheno face with tears joy
2,RT @sanjeevbhobia: @AryaSampa @kmayank151 @Ridhijain01 @OfficeOfRG Abhi Main tere ko Gaandu boolu ga tu aise Mat keh dena kiii tuu Gaand ma\xe2\x80\xa6,pmathur_1706,rt <user> : <user> <user> <user> <user> abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena ki <elongated> tuu gaand ma \ xe2 \ x80 \ xa6,user : user user user user abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena tuu gaand \ xe2 \ x80 \ xa6
2,@AvikBjp @IKittenL0ver @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Teri pic mein peeche Tere BAAp ka Lauda hai\xe2\x80\xa6 https://t.co/JEpHmXq3Lt,pmathur_1707,<user> <user> <user> <user> <user> <user> teri picture mein peeche tere baap Kick ass lauda hello \ xe2 \ x80 \ xa6 <url>,user user user user user user teri picture mein peeche tere baap Kick ass lauda hello \ xe2 \ x80 \ xa6
2,@CNNnews18 @tufailelif Aur gaandu shuru ho gaye bina soche samjhe comment karne...oh you are @CNN ...of course this\xe2\x80\xa6 https://t.co/jqUtFSNrHJ,pmathur_1708,<user> <user> aur gaandu shuru hold on gaye bina soche samjhe comment karne . <repeated> oh you are <user> . <repeated> of course this \ xe2 \ x80 \ xa6 <url>,user user aur gaandu shuru hold on gaye bina soche samjhe comment karne . you are user . course this \ xe2 \ x80 \ xa6
2,"@AvikBjp @IKittenL0ver @MalikMunawwar @ANI @PChidambaram_IN @OfficeOfRG Abey mutthal,  love jihad yaad rakh Teri ma\xe2\x80\xa6 https://t.co/YDvHOIdMdA",pmathur_1709,"<user> <user> <user> <user> <user> <user> abey mutthal , love jihad yaad rakh teri ma \ xe2 \ x80 \ xa6 <url>","user user user user user user abey mutthal , love jihad yaad rakh teri \ xe2 \ x80 \ xa6"
2,@imst26 @thetanmay @AmitShah Amit Gaandu won't do anything. Because he is one. GAANDU.,pmathur_1710,<user> <user> <user> amit gaandu will not do anything . because he is one . <allcaps> gaandu </allcaps> .,user user user amit gaandu will not anything . because one . gaandu .
2,RT @ABB_696: @itisprashanth Dai echaa...unnaku yen 2point o Mela ivloo gaandu??? Avunga unna Dubai audio launch ku invite pannalana??? Don\xe2\x80\x99\xe2\x80\xa6,pmathur_1711,rt <user> : <user> dai echaa . <repeated> unnaku yen 2 point o mela ivloo gaandu ? <repeated> avunga unna dubai audio launch ku invite pannalana ? <repeated> denial of normal \ xe2 \ x80 \ x99 \ xe2 \ x80 \ xa6,user : user dai echaa . unnaku yen point mela ivloo gaandu ? avunga unna dubai audio launch invite pannalana ? denial of normal \ xe2 \ x80 \ x99 \ xe2 \ x80 \ xa6
2,@AryaSampa @kmayank151 @Ridhijain01 @OfficeOfRG Abhi Main tere ko Gaandu boolu ga tu aise Mat keh dena kiii tuu Gaa\xe2\x80\xa6 https://t.co/cpehLIZkx5,pmathur_1712,<user> <user> <user> <user> abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena ki <elongated> tuu gaa \ xe2 \ x80 \ xa6 <url>,user user user user abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena tuu gaa \ xe2 \ x80 \ xa6
0,@chanky_2009 @mayanklbsim @Subhkush93Kumar @10anandrai @ANITANSUi @HardikPatel_ Beta sanghi ladnaa jaanta hai.. Ben\xe2\x80\xa6 https://t.co/0WoXP2lwHA,pmathur_1713,<user> <user> <user> <user> <user> <user> beta sanghi ladnaa jaanta hello . <repeated> ben \ xe2 \ x80 \ xa6 <url>,user user user user user user beta sanghi ladnaa jaanta hello . ben \ xe2 \ x80 \ xa6
2,-Gaandu.\n\n-Bahut Gaandu.\n\n-Happy birthday to me!!,pmathur_1714,- gaandu . \ n \ n - bahut gaandu . \ n \ n - happy birthday to me ! <repeated>,- gaandu . \ \ - bahut gaandu . \ \ - happy birthday !
2,"@BollywoodGandu Bhai, tumhe tumhate layak Koi gaandu mile ke nahin?",pmathur_1715,"<user> bhai , tumhe tumhate layak koi gaandu mile ke nahin ?","user bhai , tumhe tumhate layak koi gaandu mile nahin ?"
2,RT @qhsinaK12ragaD: #BB11\nVikas: hinq bahut chaalu hai\n\nHina:abe gaandu bolna chutiya bolna vamp bolna PAR\nCHAALU MAT BOLNA mujhe\n face with tears of joy,pmathur_1716,rt <user> : <hashtag> bye bye 11 </hashtag> \ nvikas : hinq bahut chaalu hello \ n \ nhina : abe gaandu bolna chutiya bolna vamp bolna <allcaps> par </allcaps> \ nchaalu <allcaps> mat bolna </allcaps> mujhe \ n face with tears of joy,user : bye bye \ nvikas : hinq bahut chaalu hello \ \ nhina : abe gaandu bolna chutiya bolna vamp bolna par \ nchaalu mat bolna mujhe \ face with tears joy
2,RT @AkshayChakkaa: Mtlb ab tak Canadian hardwork nahi Kiya...Meme me praise karte ho ya troll face with tears of joy,pmathur_1717,rt <user> : mtlb ab tak canadian hardwork nahi kiya . <repeated> meme me praise karte hold on yeah person who diliberately stirs up trouble face with tears of joy,user : mtlb tak canadian hardwork nahi kiya . meme praise karte hold on yeah person who diliberately stirs up trouble face with tears joy
2,@Imtiyaj69192230 Saali hai he chudne K lea voh. Bhen K Lodi lund chut aur Gaand m lene K lea he paida Kia h uski Maa ne Usko,pmathur_1718,<user> saali hello he chudne k lea voh . bhen k lodi lund pussy aur gaand m lene k lea he paida Killed In Action h uski maa any usko,user saali hello chudne lea voh . bhen lodi lund pussy aur gaand lene lea paida Killed In Action uski maa any usko
2,@kim_jong_korea @Acutereply Nahi tu chodta hai Apni behen Aur maa ko @Acutereply apne baap se gaand marwati hai,pmathur_1719,<user> <user> nahi thank you chodta hello apni behen aur maa knock out <user> apne baap se gaand marwati hello,user user nahi thank you chodta hello apni behen aur maa knock out user apne baap gaand marwati hello
2,@kim_jong_korea @Acutereply Tu apna gaand pelwaya na kutto se,pmathur_1720,<user> <user> thank you apna gaand pelwaya not applicable kutto se,user user thank you apna gaand pelwaya not applicable kutto
2,@RenuBan73908114 Mast gaand ji,pmathur_1721,<user> mast gaand ji,user mast gaand
2,"@thetanmay Acha, tera gaand ka naam Abbotabad?",pmathur_1722,"<user> acha , tera gaand Kick ass naam abbotabad ?","user acha , tera gaand Kick ass naam abbotabad ?"
0,@NazimHussain55 @Paki_Usafzai @AlilaNaga @TemjenAo @daniinaga @J_cullen7 @LodhiMaleeha @Office_AQPk\xe2\x80\xa6 https://t.co/hc7M7nNjfx,pmathur_1723,<user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user \ xe2 \ x80 \ xa6
2,RT @sanjeevbhobia: @AryaSampa @kmayank151 @Ridhijain01 @OfficeOfRG Abhi Main tere ko Gaandu boolu ga tu aise Mat keh dena kiii tuu Gaand ma\xe2\x80\xa6,pmathur_1724,rt <user> : <user> <user> <user> <user> abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena ki <elongated> tuu gaand ma \ xe2 \ x80 \ xa6,user : user user user user abhi main tere knock out gaandu boolu go ahead thank you aise mat keh dena tuu gaand \ xe2 \ x80 \ xa6
2,@KamalRKaan gaandu sun....Teri gaand me dum hai tw Narender modi ke baare me kuch bol kar dikha.....,pmathur_1725,<user> gaandu sun . <repeated> teri gaand me dumb hello Teacher Watching narender modi ke baare me kuch Barking Out Loud kar dikha . <repeated>,user gaandu sun . teri gaand dumb hello Teacher Watching narender modi baare kuch Barking Out Loud kar dikha .
2,@Rozia123 @priya_hhh Aagese teri gaand ko le rha hu randi saali... chikh aur jor jorse haramzadi... ghhhaaaabbbb gh\xe2\x80\xa6 https://t.co/nR9AgLl0YZ,pmathur_1726,<user> <user> aagese teri gaand knock out le rha Hey you randi saali . <repeated> chikh aur jor jorse haramzadi . <repeated> ghhaabb <elongated> good half \ xe2 \ x80 \ xa6 <url>,user user aagese teri gaand knock out rha Hey you randi saali . chikh aur jor jorse haramzadi . ghhaabb good half \ xe2 \ x80 \ xa6
2,@mazza396 Teri gaand pel rha hu...nd spanking hard on ua ass  waving hand sign,pmathur_1727,<user> teri gaand pel rha Hey you . <repeated> and spanking hard on user agreement ass waving hand sign,user teri gaand pel rha Hey you . and spanking hard user agreement ass waving hand sign
0,https://t.co/V9XtBDyp7x,pmathur_1728,<url>,
2,"RT @VictorR98849418: @RakeshP66329408 @SanjayLeelaB Iski @SanjayLeelaB Gaand me dum nai hai, Hindutva ko lekar film banane ki.",pmathur_1729,"rt <user> : <user> <user> iski <user> gaand me dumb nai hello , hindutva knock out lekar film banane ki .","user : user user iski user gaand dumb nai hello , hindutva knock out lekar film banane ."
2,@chori_katil @Zubeda_here Chal jhoothi...  Gaand mai daalte hee jubaan baher kr k chillane lgti ho... https://t.co/Ws6vYJ9lb0,pmathur_1730,<user> <user> chal jhoothi . <repeated> gaand my daalte hee jubaan baher kr k chillane lgti hold on . <repeated> <url>,user user chal jhoothi . gaand daalte hee jubaan baher chillane lgti hold on .
